Eray,time,Var3_1,Var3_2,Var3_3,Var3_4,Var3_5,Var3_6,Var3_7,Var3_8,Var3_9,Var3_10,Var3_11,Var3_12,Var3_13,Var3_14,Var3_15,Var3_16,Var3_17,Var3_18,Var3_19,Var3_20,Var3_21,Var3_22,Var3_23,Var3_24,Var3_25,Var3_26,Var3_27,Var3_28,Var3_29,Var3_30,Var3_31,Var3_32,Var3_33,Var3_34,Var3_35,Var3_36,Var3_37,Var3_38,Var3_39,Var3_40,Var3_41,Var3_42,Var3_43,Var3_44,Var3_45,Var3_46,Var3_47,Var3_48,Var3_49,Var3_50,Var3_51
0.25,0.150000000000109,0.05,0.0485233881941581,0.0470469646556729,0.0455709165016922,0.0440954285555246,0.0426206822161416,0.0411468543473112,0.0396741161927787,0.0382026323238079,0.0367325596252505,0.0352640463261554,0.0337972310807251,0.0323322421052085,0.0308691963760574,0.0294081988943889,0.0279493420214759,0.0264927048896333,0.025038352892486,0.0235863372581863,0.0221366947087006,0.0206894472078081,0.0192446017999458,0.0178021505415001,0.0163620705255879,0.0149243240007855,0.0141041082447336,0.013530940699971,0.0129587575284505,0.0123875412686048,0.0118172717549218,0.0112479261725149,0.0106794791192276,0.0101119026751166,0.00954516647913354,0.00897923781280315,0.00841408169067524,0.00784966095730516,0.00728593639049773,0.00672286681052918,0.00616040919504274,0.00559851879929493,0.00503714928141231,0.00447625283230213,0.00391578030984464,0.00335568137698112,0.00279590464329833,0.00223639780969853,0.00167710781573399,0.0011179809891757,0.000558963197378672,0
0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,0.0150000000000013,0.00375000000000101,0.00322864163064221,0.0027652675925674,0.00235575921586229,0.00199595692142485,0.0016817078717566,0.00140891282272093,0.00117357063400362,0.000971819029864826,0.000799970416946519,0.000654541843015377,0.000532278495327655,0.000430170463733933,0.000345462806843864,0.000275659238449832,0.000218519980372292,0.000172054497661455,0.000134509939635985,0.000104356157997832,8.0268167924135e-05,6.11068691341711e-05,4.58987624511705e-05,3.38152945685691e-05,2.4152350147701e-05,1.63102952468849e-05,1.25759041577994e-05,1.03825341929018e-05,8.54761323827609e-06,7.01710690433501e-06,5.74430382712409e-06,4.68896453818966e-06,3.81654577633107e-06,3.09749731203428e-06,2.5066277948416e-06,2.02253571377623e-06,1.62710126759589e-06,1.30503476060291e-06,1.04347705609609e-06,8.31647618442537e-07,6.60535741676e-07,5.22630683635469e-07,4.11686586950546e-07,3.22518259669987e-07,2.50824098135536e-07,1.93032653094447e-07,1.46169558451524e-07,1.0774175305105e-07,7.56361231046878e-08,4.8029871020034e-08,2.3310071062463e-08,0
0.5,0.0299999999999909,0.0149999999999931,0.0139426258014415,0.0129415276203424,0.0119949663724674,0.0111011582478113,0.0102582790523085,0.00946446880980484,0.00871783657981858,0.00801646544226685,0.00735841759675634,0.00674173952137038,0.00616446713420894,0.00562463090031949,0.00512026082712492,0.0046493912930055,0.00421006565629066,0.00380034059549421,0.00341829013608646,0.0030620093243173,0.00272961751444412,0.0024192612420222,0.00212911666252129,0.00185739154127679,0.00160232678750949,0.00136219753170636,0.00123259822631786,0.00114687674649981,0.00106590373746732,0.000989423526418543,0.000917187101131592,0.000848951976031743,0.00078448203794874,0.000723547372335839,0.000665924070758492,0.000611394020492132,0.000559744677095503,0.000510768820848723,0.000464264297964162,0.000420033747493441,0.000377884314865974,0.000337627353003623,0.000299078111962766,0.000262055418059639,0.00022638134343755,0.000191880867035925,0.000158381527921286,0.000125713071939635,9.37070926485257e-05,6.2196667485543e-05,3.10159901283617e-05,0
0.5,0.0450000000000037,0.0262500000000028,0.0248314611018713,0.0234671038611967,0.0221556160718461,0.0208956496437811,0.0196858216752308,0.0185247156368273,0.0174108826615238,0.0163428429329917,0.0153190871641232,0.0143380781562693,0.0133982524289386,0.0124980219088885,0.0116357756668805,0.0108098816898499,0.0100186886758843,0.00926052783921431,0.00853371471240835,0.00783655093313245,0.00716732600318545,0.00652431900805131,0.00590580028591012,0.00531003303591278,0.00473527485653484,0.00417977920596626,0.00387251085743798,0.00366427293435843,0.0034626364046934,0.00326731261287894,0.00307801433669951,0.00289445578761794,0.00271635260370205,0.0025434218352761,0.00237538192345184,0.00221195267171984,0.002052855210807,0.00189781195703023,0.00174654656440008,0.00159878387075015,0.00145424983818963,0.00131267148819661,0.0011737768316885,0.0010372947944241,0.000902955138107789,0.000770488377582028,0.000639625694507379,0.000510098847942137,0.000381640082244084,0.000253982032726377,0.000126857629507313,0
0.5,0.0600000000000187,0.037500000000014,0.0357625096754481,0.0340772489714453,0.032443042059684,0.0308586815216035,0.0293229286395488,0.0278345137553433,0.026392136696454,0.0249944672695488,0.0236401458208773,0.0223277838625328,0.0210559647632847,0.0198232445023068,0.0186281524837732,0.0174691924099602,0.0163448432101726,0.0152535600225229,0.0141937752253291,0.0131638995146638,0.0121623230243901,0.0111874164848641,0.0102375324163598,0.00931100635319445,0.00840615809449391,0.00752129297753823,0.00702634762901519,0.00668721205662506,0.00635518011546601,0.00602995785359302,0.00571125097872798,0.00539876488956897,0.00509220470521853,0.00479127529274743,0.00449568129291888,0.00420512714410648,0.00391931710444711,0.00363795527227804,0.00336074560491524,0.00308739193583701,0.00281759799034467,0.00255106739977841,0.00228750371437316,0.00202661041484535,0.00176809092280695,0.00151164861010877,0.00125698680721945,0.00100380881075101,0.00075181789024575,0.00050071729434246,0.000250210256442667,0
0.5,0.0750000000000337,0.0487500000000253,0.0467056735162721,0.0447117310786587,0.0427670499816462,0.0408704787273248,0.0390208371273569,0.037216916456935,0.0354574796622558,0.0337412616228422,0.0320669694698624,0.0304332829613995,0.0288388549154107,0.0272823117008933,0.0257622537875372,0.0242772563538981,0.0228258699538721,0.0214066212409884,0.0200180137497764,0.0186585287331881,0.0173266260547937,0.0160207451341976,0.0147393059438602,0.0134807100552507,0.0122433417320123,0.0110255690675767,0.0103402889154299,0.00986794547434605,0.00940276187835728,0.00894444645930512,0.00849270669052006,0.00804724922571992,0.00760777993777892,0.00717400395735636,0.00674562571137557,0.00632234896134616,0.00590387684152419,0.00548991189690699,0.00508015612106139,0.00467431099378571,0.00427207751860772,0.0038731562601227,0.00347724738117705,0.0030840506799045,0.00269326562662376,0.0023045914006072,0.00191772692673188,0.00153237091202511,0.00114822188211768,0.000764978217619002,0.000382338190428663,0
0.5,0.0900000000000487,0.05,0.0484366130468968,0.0468739840669476,0.0453128657990046,0.0437540005537902,0.0421981151007173,0.0406459156749227,0.039098083143166,0.0375552683660243,0.0360180877922696,0.0344871193194603,0.0329628984525981,0.0314459147902026,0.0299366088643423,0.028435369358046,0.0269425307201098,0.0254583711936494,0.0239831112708468,0.0225169125822491,0.0210598772247423,0.0196120475280056,0.0181734062549077,0.016743877227015,0.0153233263622106,0.0139115631074495,0.0131099066301133,0.0125524115809909,0.0119985750594872,0.011448324514151,0.0109015778837252,0.010358243857358,0.00981822215610397,0.00928140383465348,0.00874767160220751,0.00821690016141022,0.00768895656424734,0.00716370058382126,0.00664098510092077,0.00612065650431493,0.00560255510371553,0.00508651555437076,0.00457236729227312,0.00405993497898645,0.0035490389551205,0.00303949570150461,0.00253111830713547,0.00202371694299618,0.00151709934086493,0.00101107127625032,0.000505437054607142,0
0.5,0.105000000000064,0.05,0.0485212842439333,0.0470427701957804,0.0455646583232514,0.0440871466209028,0.0426104293916664,0.0411346960500092,0.0396601299537855,0.0381869072717029,0.0367151958931633,0.035245154387036,0.0337769310156877,0.0323106628103227,0.0308464747133859,0.0293844787934361,0.0279247735375294,0.0264674432257372,0.0250125573919857,0.0235601703749231,0.0221103209620172,0.0206630321295428,0.0192183108805585,0.0177761481823743,0.016336519004404,0.0148993824566579,0.0140796072214607,0.013506814691836,0.0129350731446429,0.0123643638479524,0.0117946651892714,0.0112259527344601,0.0106581992946155,0.0100913750007466,0.00952544738604619,0.00896038147553952,0.00839613988287022,0.00783268291395915,0.00726996867725308,0.00670795320025879,0.00614659055203857,0.00558583297132484,0.00502563099989363,0.00446593362082007,0.00390668840122382,0.00334784163909747,0.0027893385137984,0.00223112323977259,0.00167313922306819,0.00111532922018814,0.000557635498823111,0
0.5,0.120000000000079,0.05,0.0485445697337214,0.0470891964769289,0.0456339368856005,0.0441788469108472,0.0427239814518423,0.0412693940151516,0.039815136382543,0.0383612582893054,0.0369078071150472,0.0354548275888756,0.0340023615107738,0.0325504474909027,0.031099120708449,0.0296484126915297,0.0281983511195391,0.0267489596491951,0.025300257765398,0.023852260657872,0.0224049791244004,0.0209584195013085,0.0195125836216796,0.0180674688016208,0.0166230678547215,0.0151793691346696,0.0143548057210122,0.0137779072354869,0.0132013048957226,0.0126249934006684,0.0120489666387179,0.0114732177045743,0.0108977389183394,0.010322521846774,0.00974755732667288,0.00917283549028969,0.008598345792742,0.00802407704132079,0.0074500174266234,0.00687615455542322,0.00630247548518474,0.00572896676012755,0.00515561444873839,0.00458240418262616,0.00400932119661071,0.00343635036993273,0.00286347626846873,0.002290683187832,0.00171795519723803,0.00114527618401042,0.00057262989860143,0
0.5,0.135000000000094,0.05,0.0485511388573397,0.0471022938109934,0.045653480857003,0.0442047157914868,0.0427560141122269,0.0413073909221047,0.0398588608349835,0.0384104378846215,0.0369621354371816,0.0355139661078802,0.0340659416822944,0.0326180730428182,0.0311703701007243,0.0297228417342581,0.0282754957331499,0.0268283387498947,0.0253813762581048,0.0239346125181996,0.0224880505506487,0.0210416921169416,0.0195955377084053,0.0181495865429442,0.0167038365697298,0.0152582844818118,0.0144323694808658,0.0138543123597621,0.0132763386840795,0.012698446955948,0.0121206354493639,0.0115429022149806,0.0109652450855229,0.010387661681808,0.00981014941935852,0.00923270551558814,0.00865532699753984,0.00807801071015599,0.00750075332505669,0.00692355134980208,0.00634640113761311,0.00576929889752323,0.0051922407049332,0.00461522251253914,0.0040382401616037,0.0034612893935386,0.00288436586176638,0.00230746514382816,0.00173058275370353,0.00115371415430826,0.000576854770134767,0
0.5,0.150000000000109,0.05,0.0485529916308874,0.0471059878012024,0.0456589930220544,0.044212011748093,0.0427650483497179,0.0413181070858135,0.0398711920771782,0.038424307280814,0.0369774564652361,0.035530643186957,0.0340838707682921,0.0326371422766234,0.0311904605052531,0.0297438279559652,0.0282972468234043,0.0268507189813688,0.025404245971106,0.0239578289916796,0.0225114688924727,0.0210651661678719,0.0196189209541664,0.018172733028682,0.0167266018111551,0.0152805263673398,0.0144542298875486,0.0138758458515681,0.0132974853338128,0.0127191479117602,0.0121408330986136,0.0115625403446552,0.0109842690387752,0.0104060185101719,0.00982778803021683,0.00924957681448254,0.00867138402492454,0.00809320877221317,0.00751505011820815,0.00693690707856912,0.00635877862549485,0.00578066369058353,0.00520256116780617,0.00462446991658487,0.00404638876496725,0.0034683165128884,0.00289025193551108,0.002312193786635,0.00173414080216561,0.00115609170363272,0.000578045201749241,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0150000000000013,0.00375000000000101,0.00337284979165151,0.00302583536622698,0.00270742176245077,0.00241606445223209,0.0021502175053455,0.00190834169144575,0.00168891238590236,0.00149042715057445,0.00131141286884394,0.00115043232565681,0.00100609013752557,0.000877037953856738,0.000761978868947358,0.000659671002873004,0.000568930228595713,0.00048863204131766,0.000417712583822477,0.000355168857793002,0.000300058165484486,0.000251496838385255,0.000208658319439761,0.000170770672970717,0.00013711360163744,0.000107015052703664,9.14920334674495e-05,8.16661905329477e-05,7.27930562140848e-05,6.4790687082716e-05,5.75827990775846e-05,5.10984833493254e-05,4.52719212493285e-05,4.00420997588753e-05,3.53525285119528e-05,3.11509594202251e-05,2.73891097633336e-05,2.40223894634551e-05,2.10096331211777e-05,1.83128372514537e-05,1.58969030247405e-05,1.37293846903899e-05,1.17802437377399e-05,1.00216087359411e-05,8.427540686928e-06,6.97380362767818e-06,5.63764012843004e-06,4.39755125322994e-06,3.23308047836207e-06,2.12460100312115e-06,1.05310583621691e-06,0
1,0.0299999999999909,0.0149999999999931,0.014216680180253,0.0134626260278155,0.0127370417009897,0.0120391199689445,0.0113680427970047,0.0107229819528301,0.0101030996300421,0.00950754908570805,0.008935475287965,0.00838601556997689,0.00785830028636662,0.00735145346825074,0.00686459347303073,0.00639683362516119,0.00594728284422126,0.00551504625676104,0.00509922578857787,0.00469892073429696,0.00431322830138382,0.00394124412600043,0.00358206275842896,0.00323477811612311,0.00289848390280368,0.00257227399238754,0.00239116013710129,0.00226792089372092,0.00214808711353667,0.00203151165532268,0.00191804795287321,0.00180755000975944,0.00169987239171174,0.00159487021667826,0.00149239914261808,0.00139231535309426,0.00129447554073903,0.00119873688866995,0.00110495704994236,0.00101299412512949,0.000922706638127396,0.000833953510287604,0.000746594032985209,0.000660487838735363,0.000575494870975371,0.000491475352633809,0.00040828975361183,0.000325798757305193,0.000243863226298478,0.000162344167365528,8.11026959122999e-05,0
1,0.0450000000000037,0.0262500000000028,0.0251460195637778,0.0240702004347546,0.0230218254704774,0.0220001672378201,0.0210044881901528,0.0200340408579129,0.0190880680523732,0.018165803082361,0.0172664699836431,0.0163892837606521,0.0155334506401965,0.0146981683367608,0.0138826263289719,0.0130860061467781,0.0123074816688635,0.0115462194297936,0.0108013789363709,0.0100721129926613,0.00935756803313596,0.00865688446336507,0.0079691970076911,0.00729363506330284,0.00662932306013108,0.00597538082598688,0.0056072167357868,0.00535325103399588,0.00510291224820988,0.00485605074090374,0.00461251667809192,0.00437216003930749,0.00413483062741633,0.00390037807826805,0.0036686518701861,0.00343950133330024,0.00321277565872514,0.00298832390758957,0.00276599501992141,0.00254563782339412,0.00232710104194119,0.00211023330424526,0.00189488315210965,0.00168089904872001,0.00146812938680476,0.00125642249670297,0.00104562665434905,0.000835590089183908,0.000626160992002398,0.000417187522747279,0.000208517818260164,0
1,0.0600000000000187,0.037500000000014,0.0360828590124428,0.0346928158294637,0.0333291787720572,0.0319912467647172,0.030678309472624,0.0293896474501479,0.0281245323007255,0.0268822268481255,0.0256619853190922,0.024463053537328,0.0232846691287468,0.0221260617378997,0.0209864532554457,0.0198650580565102,0.0187610832497423,0.0176737289368523,0.01660218848238,0.0155456487934157,0.0145032906089623,0.0134742887986037,0.0124578126701083,0.0114530262855768,0.0104590887857091,0.00947515472174589,0.00891827691955208,0.00853215798394446,0.00814962761112627,0.00777053834448991,0.0073947424654277,0.00702209200431703,0.00665243875156072,0.00628563426867979,0.0059215298994561,0.00555997678112202,0.00520082585559455,0.0048439278807513,0.0044891334417456,0.00413629296235833,0.00378525671638369,0.00343587483904664,0.00308799733844918,0.00274147410704333,0.00239615493312799,0.00205188951236743,0.00170852745932899,0.00136591831903737,0.00102391157854332,0.00068235667850415,0.000341103024773799,0
1,0.0750000000000337,0.0487500000000253,0.0470197558902339,0.0453156011850345,0.0436368641864624,0.0419828646011875,0.0403529136710824,0.0387463143136895,0.0371623612726229,0.0356003412779179,0.034059533216321,0.0325392083114866,0.0310386303140239,0.0295570557013143,0.0280937338869901,0.0266479074399447,0.0252188123127157,0.0238056780790554,0.0224077281804813,0.0210241801815681,0.0196542460337208,0.0182971323471405,0.0169520406706718,0.0156181677791934,0.0142947059681926,0.0129808433551394,0.0122352605447654,0.0117169712640118,0.0112022083666304,0.0106908269539239,0.0101826818700465,0.00967762771264409,0.00917551884356472,0.00867620939963766,0.00817955330351692,0.00768540427458674,0.00719361583992593,0.00670404134532788,0.00621653396637331,0.00573094671955235,0.0052471324734331,0.00476494395987316,0.00428423378527118,0.00380485444185492,0.00332665831900284,0.00284949771459568,0.00237322484639491,0.00189769186344459,0.00142275085749348,0.000948253874433862,0.000474052925753886,0
1,0.0900000000000487,0.05,0.0485351297385886,0.0470703755378319,0.0456058527343321,0.0441416752210669,0.0426779547367507,0.0412148001685324,0.0397523168723506,0.0382906060151675,0.0368297639431696,0.0353698815798732,0.0339110438578905,0.0324533291879168,0.0309968089682693,0.0295415471380701,0.0280875997768957,0.0266350147534369,0.0251838314254091,0.0237340803926386,0.0222857833049205,0.0208389527259032,0.0193935920539004,0.0179496955001756,0.016507248124878,0.0150662259304417,0.0142436109835089,0.013668380705263,0.0130937510221397,0.0125197111282311,0.0119462485780453,0.0113733493210588,0.0108009977407276,0.0102291766978527,0.00965786757817774,0.00908705034409112,0.00851670359028735,0.00794680460323569,0.00737732942429097,0.00680825291627231,0.00623954883332502,0.00567118989387212,0.00510314785645295,0.00453539359823801,0.00396789719600198,0.00340062800932924,0.00283355476582051,0.00226664564806297,0.00169986838212155,0.00113319032730449,0.000566578566952763,0
1,0.105000000000064,0.05,0.0485522427885974,0.0471044947886921,0.0456567651543489,0.0442090629251252,0.0427613969697068,0.0413137759306065,0.0398662081702684,0.0384187017189133,0.0369712642244497,0.0355239029047625,0.0340766245026762,0.0326294352438739,0.0311823407980339,0.0297353462434272,0.0282884560351968,0.0268416739775183,0.0253950031998147,0.0239484461371763,0.0225020045151089,0.0210556793387062,0.0196094708863154,0.0181633787077381,0.0167174016269781,0.0152715377495208,0.0144453954708864,0.0138671435736777,0.0132889394117133,0.0127107821276794,0.0121326707337859,0.0115546041145111,0.0109765810297024,0.0103986001180244,0.00982065990074422,0.00924275878584442,0.00866489507245149,0.00808706695556785,0.00750927253109413,0.00693150980112772,0.00635377667952302,0.00577607099769765,0.00519839051066868,0.00462073290330189,0.00404309579675681,0.00346547675510938,0.002887873292134,0.00231028287822576,0.00173270294744389,0.00115513090465646,0.000577564132766592,0
