0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.838235279545187950e-03,3.106782911345362663e-03,2.487946301698684692e-03,1.970515120774507523e-03,1.543115009553730488e-03,1.194486045278608799e-03,9.137454326264560223e-04,6.906206835992634296e-04,5.156359984539449215e-04,3.802456485573202372e-04,2.769095590338110924e-04,1.991158205782994628e-04,1.413559366483241320e-04,9.906333434628322721e-05,6.852606020402163267e-05,4.678403274738229811e-05,3.152052158839069307e-05,2.095516902045346797e-05,1.374407656840048730e-05,8.890373464964795858e-06,5.666995548381237313e-06,3.552054977262741886e-06,2.176166390199796297e-06,1.280488731936202385e-06,6.838541821707622148e-07,4.400743023325048853e-07,3.153087675400456646e-07,2.246291330720850965e-07,1.591146485679928446e-07,1.120630983564296912e-07,7.847265948157655657e-08,5.463521901560852712e-08,3.781997293117456138e-08,2.602915394334104349e-08,1.781088698749044852e-08,1.211698474889999488e-08,8.195661038712387381e-09,5.511261225166208533e-09,3.684615945687141902e-09,2.449080271915704543e-09,1.618357003962955787e-09,1.063128141076674638e-09,6.942023622613646694e-10,4.504490114243253629e-10,2.902207085764274552e-10,1.852933501078624090e-10,1.166098884120003731e-10,7.130127738230740420e-11,4.059988109594847572e-11,1.836333689275715386e-11,0.000000000000000000e+00
1.535294111818075180e-02,1.386912539601325989e-02,1.249405834823846817e-02,1.122355367988348007e-02,1.005322858691215515e-02,8.978531695902347565e-03,7.994769141077995300e-03,7.097139023244380951e-03,6.280759349465370178e-03,5.540704820305109024e-03,4.872037563472986221e-03,4.269844386726617813e-03,3.729263553395867348e-03,3.245519939810037613e-03,2.813949249684810638e-03,2.430023392662405968e-03,2.089371671900153160e-03,1.787797198630869389e-03,1.521290163509547710e-03,1.286036917008459568e-03,1.078424043953418732e-03,8.950399933382868767e-04,7.326725171878933907e-04,5.883025005459785461e-04,4.590956668835133314e-04,3.924307238776236773e-04,3.502313920762389898e-04,3.121270274277776480e-04,2.777658810373395681e-04,2.468202437739819288e-04,2.189854130847379565e-04,1.939783542184159160e-04,1.715366524877026677e-04,1.514173054601997137e-04,1.333955005975440145e-04,1.172634583781473339e-04,1.028293190756812692e-04,8.991595677798613906e-05,7.835985161364078522e-05,6.801004201406612992e-05,5.872696783626452088e-05,5.038148447056300938e-05,4.285378236090764403e-05,3.603239383664913476e-05,2.981321267725434154e-05,2.409850458207074553e-05,1.879597402876242995e-05,1.381782294629374519e-05,9.079839401238132268e-06,4.500484465097542852e-06,0.000000000000000000e+00
2.686764672398567200e-02,2.491255290806293488e-02,2.306160889565944672e-02,2.131209708750247955e-02,1.966116391122341156e-02,1.810582540929317474e-02,1.664297282695770264e-02,1.526938099414110184e-02,1.398172136396169662e-02,1.277657039463520050e-02,1.165042072534561157e-02,1.059969235211610794e-02,9.620750322937965393e-03,8.709909394383430481e-03,7.863455452024936676e-03,7.077651098370552063e-03,6.348754744976758957e-03,5.673028063029050827e-03,5.046749953180551529e-03,4.466227721422910690e-03,3.927804064005613327e-03,3.427869873121380806e-03,2.962868893519043922e-03,2.529305638745427132e-03,2.123749814927577972e-03,1.906235003843903542e-03,1.763319363817572594e-03,1.629263395443558693e-03,1.503559178672730923e-03,1.385714276693761349e-03,1.275252085179090500e-03,1.171711366623640060e-03,1.074645435437560081e-03,9.836223907768726349e-04,8.982241270132362843e-04,8.180459844879806042e-04,7.426961092278361320e-04,6.717948708683252335e-04,6.049742223694920540e-04,5.418770597316324711e-04,4.821562906727194786e-04,4.254743107594549656e-04,3.715021593961864710e-04,3.199186758138239384e-04,2.704097423702478409e-04,2.226673968834802508e-04,1.763890031725168228e-04,1.312764070462435484e-04,8.703500498086214066e-05,4.337290010880678892e-05,0.000000000000000000e+00
3.838235139846801758e-02,3.604677319526672363e-02,3.381140902638435364e-02,3.167414665222167969e-02,2.963275648653507233e-02,2.768491394817829132e-02,2.582818083465099335e-02,2.406002208590507507e-02,2.237779833376407623e-02,2.077878080308437347e-02,1.926014944911003113e-02,1.781899668276309967e-02,1.645233295857906342e-02,1.515710074454545975e-02,1.393016986548900604e-02,1.276834961026906967e-02,1.166839338839054108e-02,1.062700897455215454e-02,9.640860371291637421e-03,8.706579916179180145e-03,7.820769213140010834e-03,6.980012636631727219e-03,6.180878262966871262e-03,5.419927649199962616e-03,4.693718161433935165e-03,4.296965897083282471e-03,4.031527787446975708e-03,3.777902806177735329e-03,3.535529831424355507e-03,3.303854493424296379e-03,3.082330338656902313e-03,2.870417200028896332e-03,2.667583525180816650e-03,2.473303815349936485e-03,2.287059556692838669e-03,2.108339685946702957e-03,1.936638960614800453e-03,1.771458890289068222e-03,1.612306688912212849e-03,1.458695507608354092e-03,1.310143619775772095e-03,1.166174537502229214e-03,1.026316313073039055e-03,8.901011315174400806e-04,7.570651941932737827e-04,6.267479038797318935e-04,4.986916319467127323e-04,3.724412235897034407e-04,2.475434448570013046e-04,1.235466188518330455e-04,0.000000000000000000e+00
4.989705979824066162e-02,4.722379893064498901e-02,4.464726522564888000e-02,4.216563329100608826e-02,3.977698832750320435e-02,3.747932240366935730e-02,3.527053445577621460e-02,3.314844146370887756e-02,3.111075237393379211e-02,2.915510162711143494e-02,2.727903053164482117e-02,2.547999285161495209e-02,2.375536225736141205e-02,2.210242860019207001e-02,2.051840908825397491e-02,1.900043897330760956e-02,1.754558831453323364e-02,1.615086011588573456e-02,1.481319125741720200e-02,1.352946087718009949e-02,1.229649595916271210e-02,1.111107226461172104e-02,9.969922713935375214e-03,8.869738318026065826e-03,7.807176560163497925e-03,7.220106665045022964e-03,6.822970230132341385e-03,6.439218763262033463e-03,6.068272981792688370e-03,5.709554534405469894e-03,5.362488329410552979e-03,5.026500206440687180e-03,4.701018799096345901e-03,4.385475069284439087e-03,4.079301375895738602e-03,3.781933803111314774e-03,3.492809133604168892e-03,3.211366711184382439e-03,2.937048207968473434e-03,2.669297391548752785e-03,2.407559193670749664e-03,2.151281340047717094e-03,1.899912720546126366e-03,1.652903505600988865e-03,1.409705728292465210e-03,1.169772469438612461e-03,9.325579740107059479e-04,6.975173018872737885e-04,4.641064151655882597e-04,2.317817125003784895e-04,0.000000000000000000e+00
5.117646977305412292e-02,4.927438125014305115e-02,4.737535491585731506e-02,4.548242315649986267e-02,4.359856620430946350e-02,4.172668606042861938e-02,3.986957669258117676e-02,3.802991285920143127e-02,3.621020913124084473e-02,3.441280871629714966e-02,3.263986483216285706e-02,3.089332021772861481e-02,2.917489223182201385e-02,2.748605981469154358e-02,2.582805790007114410e-02,2.420185878872871399e-02,2.260817959904670715e-02,2.104747295379638672e-02,1.951993070542812347e-02,1.802548952400684357e-02,1.656383089721202850e-02,1.513440348207950592e-02,1.373641937971115112e-02,1.236888207495212555e-02,1.103059481829404831e-02,1.028233766555786133e-02,9.770291857421398163e-03,9.269851259887218475e-03,8.780696429312229156e-03,8.302482776343822479e-03,7.834844291210174561e-03,7.377393543720245361e-03,6.929724942892789841e-03,6.491413805633783340e-03,6.062020082026720047e-03,5.641088820993900299e-03,5.228149704635143280e-03,4.822721239179372787e-03,4.424310754984617233e-03,4.032413475215435028e-03,3.646517172455787659e-03,3.266100538894534111e-03,2.890635281801223755e-03,2.519586356356739998e-03,2.152413362637162209e-03,1.788571127690374851e-03,1.427510520443320274e-03,1.068679150193929672e-03,7.115217158570885658e-04,3.554814320523291826e-04,0.000000000000000000e+00
5.117646977305412292e-02,4.948685690760612488e-02,4.779857024550437927e-02,4.611292108893394470e-02,4.443121328949928284e-02,4.275472089648246765e-02,4.108468070626258850e-02,3.942229598760604858e-02,3.776871785521507263e-02,3.612503409385681152e-02,3.449228033423423767e-02,3.287141770124435425e-02,3.126332536339759827e-02,2.966880984604358673e-02,2.808858081698417664e-02,2.652326226234436035e-02,2.497338317334651947e-02,2.343936637043952942e-02,2.192153967916965485e-02,2.042012289166450500e-02,1.893523149192333221e-02,1.746687293052673340e-02,1.601495407521724701e-02,1.457927003502845764e-02,1.315951906144618988e-02,1.235743239521980286e-02,1.180263049900531769e-02,1.125448103994131088e-02,1.071285922080278397e-02,1.017762068659067154e-02,9.648607112467288971e-03,9.125639684498310089e-03,8.608525618910789490e-03,8.097055368125438690e-03,7.591004483401775360e-03,7.090133614838123322e-03,6.594190374016761780e-03,6.102907471358776093e-03,5.616007372736930847e-03,5.133198108524084091e-03,4.654179327189922333e-03,4.178639035671949387e-03,3.706256393343210220e-03,3.236701944842934608e-03,2.769639249891042709e-03,2.304724184796214104e-03,1.841608202084898949e-03,1.379936817102134228e-03,9.193525183945894241e-04,4.594944475684314966e-04,0.000000000000000000e+00
5.117646977305412292e-02,4.958618804812431335e-02,4.799658432602882385e-02,4.640834033489227295e-02,4.482211545109748840e-02,4.323856905102729797e-02,4.165834560990333557e-02,4.008205607533454895e-02,3.851030394434928894e-02,3.694365173578262329e-02,3.538263961672782898e-02,3.382777050137519836e-02,3.227951377630233765e-02,3.073829039931297302e-02,2.920448593795299530e-02,2.767843939363956451e-02,2.616043761372566223e-02,2.465072460472583771e-02,2.314948663115501404e-02,2.165686152875423431e-02,2.017293311655521393e-02,1.869772933423519135e-02,1.723122596740722656e-02,1.577333919703960419e-02,1.432393770664930344e-02,1.350062806159257889e-02,1.292788330465555191e-02,1.235871203243732452e-02,1.179305370897054672e-02,1.123083289712667465e-02,1.067196950316429138e-02,1.011637039482593536e-02,9.563934989273548126e-03,9.014554321765899658e-03,8.468107320368289948e-03,7.924470119178295135e-03,7.383506279438734055e-03,6.845073774456977844e-03,6.309023592621088028e-03,5.775199271738529205e-03,5.243437830358743668e-03,4.713571630418300629e-03,4.185426980257034302e-03,3.658824367448687553e-03,3.133581252768635750e-03,2.609510673210024834e-03,2.086422406136989594e-03,1.564123318530619144e-03,1.042418065480887890e-03,5.211096722632646561e-04,0.000000000000000000e+00
5.117646977305412292e-02,4.963776469230651855e-02,4.809942096471786499e-02,4.656179621815681458e-02,4.502524435520172119e-02,4.349011927843093872e-02,4.195675626397132874e-02,4.042548313736915588e-02,3.889662027359008789e-02,3.737046942114830017e-02,3.584730997681617737e-02,3.432741761207580566e-02,3.281103074550628662e-02,3.129838034510612488e-02,2.978967130184173584e-02,2.828507870435714722e-02,2.678475528955459595e-02,2.528883144259452820e-02,2.379740774631500244e-02,2.231055311858654022e-02,2.082831226289272308e-02,1.935070194303989410e-02,1.787770725786685944e-02,1.640928722918033600e-02,1.494536828249692917e-02,1.411145459860563278e-02,1.352961361408233643e-02,1.294967066496610641e-02,1.237159408628940582e-02,1.179534476250410080e-02,1.122087799012660980e-02,1.064814627170562744e-02,1.007709559053182602e-02,9.507667273283004761e-03,8.939797990024089813e-03,8.373421616852283478e-03,7.808465044945478439e-03,7.244853768497705460e-03,6.682507228106260300e-03,6.121343933045864105e-03,5.561276338994503021e-03,5.002215038985013962e-03,4.444068297743797302e-03,3.886741120368242264e-03,3.330135950818657875e-03,2.774153370410203934e-03,2.218692563474178314e-03,1.663651200942695141e-03,1.108925091102719307e-03,5.544097512029111385e-04,0.000000000000000000e+00
